PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,Title,AgeBand,FareBand
765,0,3,0,16.0,0,0,7.775,0.0,0,1,1,1,0,0
766,1,1,1,51.0,1,0,77.9583,0.0,1,2,0,3,3,3
767,0,1,0,40.0,0,0,39.6,1.0,0,1,1,5,2,3
768,0,3,1,30.5,0,0,7.75,2.0,0,1,1,2,1,0
769,0,3,0,25.0,1,0,24.15,2.0,0,2,0,1,1,2
770,0,3,0,32.0,0,0,8.3625,0.0,0,1,1,1,1,1
771,0,3,0,24.0,0,0,9.5,0.0,0,1,1,1,1,1
772,0,3,0,48.0,0,0,7.8542,0.0,0,1,1,1,2,0
773,0,2,1,57.0,0,0,10.5,0.0,1,1,1,3,3,1
774,0,3,0,25.0,0,0,7.225,1.0,0,1,1,1,1,0
775,1,2,1,54.0,1,3,23.0,0.0,0,5,0,3,3,2
776,0,3,0,18.0,0,0,7.75,0.0,0,1,1,1,1,0
777,0,3,0,25.0,0,0,7.75,2.0,1,1,1,1,1,0
778,1,3,1,5.0,0,0,12.475,0.0,0,1,1,2,0,1
779,0,3,0,25.0,0,0,7.7375,2.0,0,1,1,1,1,0
780,1,1,1,43.0,0,1,211.3375,0.0,1,2,0,3,2,3
781,1,3,1,13.0,0,0,7.2292,1.0,0,1,1,2,0,0
782,1,1,1,17.0,1,0,57.0,0.0,1,2,0,3,1,3
783,0,1,0,29.0,0,0,30.0,0.0,1,1,1,1,1,2
784,0,3,0,25.0,1,2,23.45,0.0,0,4,0,1,1,2
785,0,3,0,25.0,0,0,7.05,0.0,0,1,1,1,1,0
786,0,3,0,25.0,0,0,7.25,0.0,0,1,1,1,1,0
787,1,3,1,18.0,0,0,7.4958,0.0,0,1,1,2,1,0
788,0,3,0,8.0,4,1,29.125,2.0,0,6,0,4,0,2
789,1,3,0,1.0,1,2,20.575,0.0,0,4,0,4,0,2
790,0,1,0,46.0,0,0,79.2,1.0,1,1,1,1,2,3
791,0,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
792,0,2,0,16.0,0,0,26.0,0.0,0,1,1,1,0,2
793,0,3,1,21.5,8,2,69.55,0.0,0,11,0,2,1,3
794,0,1,0,40.0,0,0,30.6958,1.0,0,1,1,1,2,2
795,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
796,0,2,0,39.0,0,0,13.0,0.0,0,1,1,1,2,1
797,1,1,1,49.0,0,0,25.9292,0.0,1,1,1,5,3,2
798,1,3,1,31.0,0,0,8.6833,0.0,0,1,1,3,1,1
799,0,3,0,30.0,0,0,7.2292,1.0,0,1,1,1,1,0
800,0,3,1,30.0,1,1,24.15,0.0,0,3,0,3,1,2
801,0,2,0,34.0,0,0,13.0,0.0,0,1,1,1,2,1
802,1,2,1,31.0,1,1,26.25,0.0,0,3,0,3,1,2
803,1,1,0,11.0,1,2,120.0,0.0,1,4,0,4,0,3
804,1,3,0,0.42,0,1,8.5167,1.0,0,2,0,4,0,1
805,1,3,0,27.0,0,0,6.975,0.0,0,1,1,1,1,0
806,0,3,0,31.0,0,0,7.775,0.0,0,1,1,1,1,0
807,0,1,0,39.0,0,0,0.0,0.0,1,1,1,1,2,0
808,0,3,1,18.0,0,0,7.775,0.0,0,1,1,2,1,0
809,0,2,0,39.0,0,0,13.0,0.0,0,1,1,1,2,1
810,1,1,1,33.0,1,0,53.1,0.0,1,2,0,3,2,3
811,0,3,0,26.0,0,0,7.8875,0.0,0,1,1,1,1,0
812,0,3,0,39.0,0,0,24.15,0.0,0,1,1,1,2,2
813,0,2,0,35.0,0,0,10.5,0.0,0,1,1,1,2,1
814,0,3,1,6.0,4,2,31.275,0.0,0,7,0,2,0,3
815,0,3,0,30.5,0,0,8.05,0.0,0,1,1,1,1,1
816,0,1,0,40.0,0,0,0.0,0.0,1,1,1,1,2,0
817,0,3,1,23.0,0,0,7.925,0.0,0,1,1,2,1,1
818,0,2,0,31.0,1,1,37.0042,1.0,0,3,0,1,1,3
819,0,3,0,43.0,0,0,6.45,0.0,0,1,1,1,2,0
820,0,3,0,10.0,3,2,27.9,0.0,0,6,0,4,0,2
821,1,1,1,52.0,1,1,93.5,0.0,1,3,0,3,3,3
822,1,3,0,27.0,0,0,8.6625,0.0,0,1,1,1,1,1
823,0,1,0,38.0,0,0,0.0,0.0,0,1,1,5,2,0
824,1,3,1,27.0,0,1,12.475,0.0,1,2,0,3,1,1
825,0,3,0,2.0,4,1,39.6875,0.0,0,6,0,4,0,3
826,0,3,0,25.0,0,0,6.95,2.0,0,1,1,1,1,0
827,0,3,0,25.0,0,0,56.4958,0.0,0,1,1,1,1,3
828,1,2,0,1.0,0,2,37.0042,1.0,0,3,0,4,0,3
829,1,3,0,25.0,0,0,7.75,2.0,0,1,1,1,1,0
830,1,1,1,62.0,0,0,80.0,0.0,1,1,1,3,3,3
831,1,3,1,15.0,1,0,14.4542,1.0,0,2,0,3,0,1
832,1,2,0,0.83,1,1,18.75,0.0,0,3,0,4,0,2
833,0,3,0,25.0,0,0,7.2292,1.0,0,1,1,1,1,0
834,0,3,0,23.0,0,0,7.8542,0.0,0,1,1,1,1,0
835,0,3,0,18.0,0,0,8.3,0.0,0,1,1,1,1,1
836,1,1,1,39.0,1,1,83.1583,1.0,1,3,0,2,2,3
837,0,3,0,21.0,0,0,8.6625,0.0,0,1,1,1,1,1
838,0,3,0,25.0,0,0,8.05,0.0,0,1,1,1,1,1
839,1,3,0,32.0,0,0,56.4958,0.0,0,1,1,1,1,3
840,1,1,0,40.0,0,0,29.7,1.0,1,1,1,1,2,2
841,0,3,0,20.0,0,0,7.925,0.0,0,1,1,1,1,1
842,0,2,0,16.0,0,0,10.5,0.0,0,1,1,1,0,1
843,1,1,1,30.0,0,0,31.0,1.0,0,1,1,2,1,2
844,0,3,0,34.5,0,0,6.4375,1.0,0,1,1,1,2,0
845,0,3,0,17.0,0,0,8.6625,0.0,0,1,1,1,1,1
846,0,3,0,42.0,0,0,7.55,0.0,0,1,1,1,2,0
847,0,3,0,25.0,8,2,69.55,0.0,0,11,0,1,1,3
848,0,3,0,35.0,0,0,7.8958,1.0,0,1,1,1,2,0
849,0,2,0,28.0,0,1,33.0,0.0,0,2,0,5,1,3
850,1,1,1,35.0,1,0,89.1042,1.0,1,2,0,3,2,3
851,0,3,0,4.0,4,2,31.275,0.0,0,7,0,4,0,3
852,0,3,0,74.0,0,0,7.775,0.0,0,1,1,1,4,0
853,0,3,1,9.0,1,1,15.2458,1.0,0,3,0,2,0,2
854,1,1,1,16.0,0,1,39.4,0.0,1,2,0,2,0,3
855,0,2,1,44.0,1,0,26.0,0.0,0,2,0,3,2,2
856,1,3,1,18.0,0,1,9.35,0.0,0,2,0,3,1,1
857,1,1,1,45.0,1,1,164.8667,0.0,0,3,0,3,2,3
858,1,1,0,51.0,0,0,26.55,0.0,1,1,1,1,3,2
859,1,3,1,24.0,0,3,19.2583,1.0,0,4,0,3,1,2
860,0,3,0,25.0,0,0,7.2292,1.0,0,1,1,1,1,0
861,0,3,0,41.0,2,0,14.1083,0.0,0,3,0,1,2,1
862,0,2,0,21.0,1,0,11.5,0.0,0,2,0,1,1,1
863,1,1,1,48.0,0,0,25.9292,0.0,1,1,1,3,2,2
864,0,3,1,21.5,8,2,69.55,0.0,0,11,0,2,1,3
865,0,2,0,24.0,0,0,13.0,0.0,0,1,1,1,1,1
866,1,2,1,42.0,0,0,13.0,0.0,0,1,1,3,2,1
867,1,2,1,27.0,1,0,13.8583,1.0,0,2,0,2,1,1
868,0,1,0,31.0,0,0,50.4958,0.0,1,1,1,1,1,3
869,0,3,0,25.0,0,0,9.5,0.0,0,1,1,1,1,1
870,1,3,0,4.0,1,1,11.1333,0.0,0,3,0,4,0,1
871,0,3,0,26.0,0,0,7.8958,0.0,0,1,1,1,1,0
872,1,1,1,47.0,1,1,52.5542,0.0,1,3,0,3,2,3
873,0,1,0,33.0,0,0,5.0,0.0,1,1,1,1,2,0
874,0,3,0,47.0,0,0,9.0,0.0,0,1,1,1,2,1
875,1,2,1,28.0,1,0,24.0,1.0,0,2,0,3,1,2
876,1,3,1,15.0,0,0,7.225,1.0,0,1,1,2,0,0
877,0,3,0,20.0,0,0,9.8458,0.0,0,1,1,1,1,1
878,0,3,0,19.0,0,0,7.8958,0.0,0,1,1,1,1,0
879,0,3,0,25.0,0,0,7.8958,0.0,0,1,1,1,1,0
880,1,1,1,56.0,0,1,83.1583,1.0,1,2,0,3,3,3
881,1,2,1,25.0,0,1,26.0,0.0,0,2,0,3,1,2
882,0,3,0,33.0,0,0,7.8958,0.0,0,1,1,1,2,0
883,0,3,1,22.0,0,0,10.5167,0.0,0,1,1,2,1,1
884,0,2,0,28.0,0,0,10.5,0.0,0,1,1,1,1,1
885,0,3,0,25.0,0,0,7.05,0.0,0,1,1,1,1,0
886,0,3,1,39.0,0,5,29.125,2.0,0,6,0,3,2,2
887,0,2,0,27.0,0,0,13.0,0.0,0,1,1,5,1,1
888,1,1,1,19.0,0,0,30.0,0.0,1,1,1,2,1,2
889,0,3,1,21.5,1,2,23.45,0.0,0,4,0,2,1,2
890,1,1,0,26.0,0,0,30.0,1.0,1,1,1,1,1,2
891,0,3,0,32.0,0,0,7.75,2.0,0,1,1,1,1,0
